money_made_inv,loan_amnt,out_prncp_inv,term,int_rate
-0.1454941087893478,1000,0.0,36,10.99
-10587.44,15000,11675.22,36,10.41
-2.214239289669494,18000,0.0,36,9.99
-2.7792931940433507,8000,0.0,36,11.53
-0.2602111237226693,10000,0.0,36,9.99
-2659.69,6000,3161.57,36,7.21
-1.1727010411056902,10175,0.0,36,16.99
-1.978278505930632,3000,0.0,36,9.93
-2.232026352942831,8500,0.0,36,13.99
-1314.5100000000002,5500,2206.5,36,11.49
-22707.18,29000,23855.99,36,7.46
-4025.46,8000,5010.23,36,11.99
-898.56,1800,1052.5,36,7.97
-1310.17,3600,1868.85,36,12.62
10.385455262000264,14400,0.0,36,15.99
3.4820410675136126,7700,0.0,36,12.69
-1.3449587874889604,10000,0.0,36,6.89
1.451857282741634,3200,0.0,36,14.08
3.8566185429003728,40000,0.0,36,16.02
8.770395882607628,14000,0.0,60,15.99
-6.30161018783669,9350,0.0,36,8.39
-0.1287324367928623,16000,0.0,60,15.04
320.869999999999,25000,5811.01,36,15.59
0.3721178214161813,12000,0.0,36,7.99
-5.850183888588504,7000,0.0,36,9.16
-6.213928289005375,19100,0.0,60,22.15
6.257299999361759,12800,0.0,36,10.49
-1.6772696573167003,14500,0.0,60,17.57
2.6970705287244927,8000,0.0,36,8.19
3.0617514459434063,30000,0.0,36,12.99
-2.23727008710564,16000,0.0,36,5.32
-0.2968301910174248,23000,0.0,36,6.03
-3.679140513404411,14875,0.0,60,19.24
0.5206341634431789,35000,0.0,36,12.79
1.08816123313165,5000,0.0,36,9.17
-5.29721101294467,5300,0.0,36,9.99
11.39342886678058,16000,0.0,36,14.03
-5248.9000000000015,25000,12948.92,60,13.67
1.0798433604320803,20000,0.0,36,10.78
-3.231111433203403,1000,0.0,36,20.0
1.3834617144426402,3000,0.0,36,16.02
4.501779260129823,20000,0.0,36,11.49
-5.115967604087798,25000,0.0,36,15.1
-10160.72,13000,10705.0,36,7.84
-30941.24,35000,31960.14,60,6.11
0.7613900775898942,16800,0.0,60,10.15
-4.714763686740775,35000,0.0,60,19.99
-9.82662401173209,6500,0.0,36,16.02
-307.0,2000,698.22,36,13.49
-9.597282188278358,9650,0.0,36,11.53
-355.4899999999998,8000,1777.32,36,11.49
-1.9818134909206035,35000,0.0,36,18.25
8.402567038705982,9000,0.0,36,7.26
-0.8467580563867388,19500,0.0,36,13.99
-12907.68,16000,13656.38,36,10.08
-1.3783613048914467,10800,0.0,36,6.24
-6.268463187763934,13000,0.0,36,16.2
-2.891069013576232,20000,0.0,36,7.89
-4396.459999999999,16000,6885.93,36,11.44
-8.354582271429301,30000,0.0,36,19.99
-0.1771477185426773,28000,0.0,36,6.68
1.0097220002676337,12000,0.0,60,15.05
-3.9136508750603816,12000,0.0,36,10.99
2.8634527112269623,21500,0.0,36,6.39
-9319.0,10000,9554.04,36,15.02
-1.609765486478246,25000,0.0,36,12.99
-2.9976367049603745,20000,0.0,36,5.32
-0.9331143089829884,28000,0.0,36,14.16
8.591667897156094,20000,0.0,60,18.25
1.969157088215079,35000,0.0,36,9.17
-4.993378711520026,15975,0.0,36,18.25
-8822.72,25000,18530.55,60,22.74
-5.787505335115695,7500,0.0,36,10.99
-1.538961415754587,8000,0.0,36,12.99
-3347.11,4000,3520.22,36,11.06
-5.320242786176465,17100,0.0,36,6.49
-5.892762586132951,15000,0.0,36,14.65
-907.4899999999998,6000,1642.2,36,8.24
-8932.3,20000,11734.14,36,13.59
-2.5737947556190783,3600,0.0,36,9.93
2.601653413063066,1325,0.0,36,23.99
-7.819444129419536,4800,0.0,36,12.85
-4817.52,15000,7420.34,36,13.59
-9512.87,15500,10834.94,36,9.93
7.5652842367083455,8400,0.0,36,16.59
-1297.6000000000004,8400,2291.61,36,7.99
7.805626176028183,10000,0.0,36,18.99
-0.5101237675685414,16300,0.0,36,18.55
-4.895756261956365,13425,0.0,36,16.55
4.946073244755995,22950,0.0,36,19.99
-0.6084674708251775,20800,0.0,36,11.49
6.227692805899113,8000,0.0,36,14.65
1.3007329422726208,22000,0.0,60,19.19
3.418658544058212,40000,0.0,60,13.58
-5191.98,7200,5545.33,36,7.34
-9378.4,10000,9493.68,36,6.46
4.3034284352700825,5000,0.0,36,11.49
-3233.11,8000,4015.39,36,7.97
-2.9493961971833924,16000,0.0,36,7.49
10.456331286046348,4000,0.0,36,13.59
-8.414770573362588,15000,0.0,36,9.16
-3.0585626529736927,6500,0.0,36,6.97
-2.8813620030162386,20000,0.0,60,11.55
5331.66,13500,964.61,60,16.29
718.1100000000006,10000,623.63,36,8.39
7.339419539728203,3200,0.0,36,10.99
192.4599999999992,8000,478.59,36,5.32
2.138460637348119,13850,0.0,36,16.49
-3.351211875404578,10000,0.0,36,16.55
-1854.53,2000,1915.95,36,18.94
0.3277679232936853,5000,0.0,36,9.17
-1.7542386723030632,11200,0.0,36,13.33
-2.9871567901869334,6000,0.0,36,13.35
-0.6331328753980896,5000,0.0,36,9.16
2.084751035712434,2700,0.0,36,10.99
-7.128409439084205,14900,0.0,36,14.16
0.203317628119081,20000,0.0,36,11.99
-2645.33,15000,5140.22,36,11.49
-1.7469460531169534,12000,0.0,60,9.44
-30388.24,40000,31652.21,36,5.31
-3.807031829843569,26400,0.0,60,15.59
661.9300000000003,7000,217.55,36,7.89
12.982420401376682,18000,0.0,36,15.31
-7361.76,13000,8280.88,36,7.35
-5.933045452484846,18000,0.0,60,10.49
-11036.48,20000,16176.19,60,20.0
0.8823248792663987,12000,0.0,36,6.24
0.4369282035714902,27000,0.0,60,13.99
-4816.970000000001,24000,11339.49,60,11.99
6.079699880171874,5000,0.0,36,13.33
-0.2803693405211861,33600,0.0,60,17.1
3.160765050607833,8500,0.0,36,8.18
-693.06,1000,748.23,36,24.37
-1.3155347653036262,20000,0.0,36,13.99
0.3348709206034286,15000,0.0,60,15.99
-1.3739624789311748,20000,0.0,36,21.85
562.1299999999992,15000,1878.73,36,9.16
1.690105358059193,22800,0.0,60,21.99
-3894.18,6000,4342.43,36,9.43
-2.201314563252725,18000,0.0,36,16.02
1.1571389226003663,5000,0.0,36,10.75
-5.779115986141832,12000,0.0,36,13.49
-4.506789515755347,8000,0.0,36,6.49
-21929.73,40000,24103.49,36,5.32
10.610472744611496,12000,0.0,36,8.24
-6.000969683013433,21000,0.0,36,6.49
-4926.1900000000005,15000,6767.28,36,9.44
4.759607095306102,32000,0.0,60,9.44
-2141.94,5000,2460.31,36,5.32
4.241669094297236,6025,0.0,36,8.39
-5.142474328203923,21550,0.0,36,14.46
-2.9012705665824456,16000,0.0,60,13.49
-6.222975585070765,7000,0.0,36,15.31
-1.8999541478801445,24250,0.0,36,15.61
-4389.83,18000,7366.33,60,7.26
-3060.12,7000,3563.5,36,7.21
-8.164464692941774,11500,0.0,60,12.99
-10.268921207505528,3000,0.0,36,7.21
-13.678433103771477,10000,0.0,36,13.49
7.598112608272768,15000,0.0,36,6.24
-8697.23,10000,8957.77,36,16.91
-0.0885470808554675,26875,0.0,36,7.89
2.148362129854976,8000,0.0,36,11.99
-1.648381979160216,10000,0.0,36,14.99
-9932.61,15000,10731.64,36,6.71
-0.5933290485899521,15000,0.0,60,10.99
-4143.05,10000,6242.85,36,19.03
28.92000000000008,1200,110.32,36,7.39
-5028.84,6000,5274.55,36,10.47
2.1773446935349057,35000,0.0,36,12.49
-8516.0,11500,9059.31,36,7.46
7.309243579107099,17600,0.0,60,16.2
-5908.110000000001,8000,6443.04,36,11.05
3.0536123959582846,21000,0.0,60,18.99
-0.4223877713963376,1500,0.0,36,25.82
-3909.44,5800,4140.04,36,6.19
0.08334603918297,3000,0.0,36,7.34
13.997093578847451,10200,0.0,36,13.18
6.208020818666547,11000,0.0,36,11.44
2.501837446180861,16000,0.0,36,6.49
-4356.02,5000,4518.44,36,10.47
-1.4425785982110952,12600,0.0,36,8.49
-8642.33,15000,10137.37,36,10.91
-3811.31,13600,5289.44,36,7.99
-7176.48,12000,7857.46,36,6.72
-9085.84,10000,9234.71,36,6.11
-4.626681876106322,30000,0.0,36,15.59
-12630.59,25000,14551.03,36,7.21
3.936724160999354,24000,0.0,36,8.39
-1683.95,3500,2077.84,36,10.42
-13751.51,24000,18574.97,60,15.05
-1.07981917492361,17000,0.0,60,9.75
-8.233350328524217,35000,0.0,36,16.99
-4178.36,5500,4352.16,36,5.31
4.120236730005332,40000,0.0,60,15.05
-1.2129470710359396,8400,0.0,36,7.49
-2.7651707763329343,12000,0.0,36,8.9
-496.1900000000005,13000,2430.62,36,9.49
-1.85285009191224,5000,0.0,36,14.99
-2.154337760364933,5000,0.0,36,13.18
-4.705934184102655,30000,0.0,36,8.39
-1.3486687795359544,16000,0.0,36,6.24
-0.6614499534080666,8500,0.0,36,11.99
-2.579398578430085,30000,0.0,36,11.47
-14392.68,17000,14836.79,36,6.67
-19608.91,25000,20521.39,36,6.67
-6.484156251810875,18000,0.0,36,7.26
1.2568819995704408,10000,0.0,36,14.49
4.986960931487103,9000,0.0,36,13.49
-1.625104356508822,21600,0.0,36,12.59
2.024748031449869,22000,0.0,36,5.32
-2864.41,5000,3379.03,36,10.91
1.796314072016837,24000,0.0,60,16.02
-13944.81,18000,14910.99,36,10.08
-3.1125478435121594,9350,0.0,36,15.59
2.788568345647682,20000,0.0,60,23.99
1.4061801897225932,1000,0.0,36,9.76
2.240499307653685,8000,0.0,36,7.89
1490.0,12000,382.66,36,9.75
2.615023476494831,23000,0.0,60,16.29
5.99792605318325,15000,0.0,36,11.67
-6.410853768566891,35000,0.0,60,29.49
-4.398284838670256,21000,0.0,60,6.97
-6.4218983591463,20000,0.0,36,10.99
-2.9372485787224885,15000,0.0,60,13.35
-2.682111423590608,20400,0.0,36,12.74
-12640.85,15000,13136.46,36,8.46
-3506.76,6000,4025.73,36,9.44
2.77835707563336,5600,0.0,36,13.67
4.87358128267821,12500,0.0,36,14.08
-1.984715214256072,25000,0.0,60,13.59
-6638.89,12000,7730.73,36,9.44
3.469423622273,30000,0.0,60,25.88
-4.003356240384015,14000,0.0,36,9.17
2.338113210917948,9600,0.0,36,10.15
1.384632453309138,30000,0.0,36,12.99
-8.855396133206577,35000,0.0,36,11.49
-5424.92,8100,6107.56,36,10.9
-4350.139999999999,8000,5194.23,36,10.91
-1315.5699999999997,12000,3863.54,36,13.99
-27245.27,31050,27897.95,36,6.67
-4.290559235518932,12000,0.0,36,13.67
-1.1393625113834216,15000,0.0,36,15.31
3.0247102506252665,3600,0.0,36,16.24
-0.7092408869992375,8000,0.0,36,8.24
-1.0953692309127996,13500,0.0,36,11.53
-1594.85,2400,1764.19,36,16.14
1.7499971205362486,12000,0.0,36,12.69
-0.4045649378916635,22000,0.0,36,8.67
